WBGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00021406,92.30297330847087,0.8006495201441889,0.8805535722895413,0.9092570234680979,0.3632144702906191,0.4491782671126865
WBGene00021407,11.465322923125738,0.2906866983909145,1.1774668028856357,0.24687464451526295,0.8050052398110743,0.8512465457211915
WBGene00021408,8.42752243150101,7.6523853371877335,1.6836853918140413,4.545020925163981,5.492979687552499e-6,3.19952697238802e-5
WBGene00021404,7.727994183479848,8.219417954257612,1.6079779191004617,5.111648522422332,3.1935959696520276e-7,2.3547147748068117e-6
WBGene00001492,578.9628754246353,0.44026276827045674,0.32460314493421655,1.356310852624917,0.17500028391662684,0.2441173083663363
WBGene00021403,7.11857143997051,-1.1046414818627592,1.4829416758054665,-0.7448988047778535,0.45633289774553887,0.5405521639819876
WBGene00015246,12.624046021722862,1.6944104713640828,0.9891716801533313,1.7129589386358417,0.08672009396820718,0.13648393594094388
WBGene00006599,3424.960614280606,0.8853873014406194,0.24701289010623292,3.5843769167667343,3.378838545253716e-4,0.001237479302800399
WBGene00015247,41.24642969781721,-0.6632346658069777,0.567869938558666,-1.1679341003511488,0.24283334779226645,0.3213987708158369
WBGene00001111,20.721777435490594,-2.5907155083178055,0.6937470251137018,-3.7343807101633333,1.8817765712914787e-4,7.410324664380548e-4
WBGene00023277,16.375126103205627,-1.7521848747824251,0.7942049903539843,-2.206212370941488,0.027369133497787197,0.052225506817966866
WBGene00017928,1141.3334513733384,-0.3804195724303878,0.2405543460338272,-1.581428806848048,0.11378002516464895,0.171129734383031
WBGene00017929,2301.4070432354656,-0.8484514653035797,0.1739470279538707,-4.877642781735724,1.0736112922811947e-6,7.1682488514526e-6
WBGene00017926,5506.611882689412,0.5630440339364796,0.21052081189668753,2.674529082724571,0.00748342851796297,0.01758238352495311
WBGene00000897,1626.9006302354826,-0.06755172700034551,0.15713605591242885,-0.42989323238449967,0.6672733086412873,0.7344342456589541
WBGene00000674,2155.156674775342,-2.4914915423820485,0.4437627438750603,-5.61446758830101,1.9716838089984024e-8,1.739018936277131e-7
WBGene00021400,214.44553972757035,-2.673377832996058,0.8848739046688472,-3.0211963748626256,0.0025177801134207345,0.006926893161442625
WBGene00021397,148.46761113052048,5.851790959701487,0.7197093837432781,8.130769296442624,4.2657451499263847e-16,7.818354786823501e-15
WBGene00021396,535.3610036594467,0.6423031729613162,0.5328651626172833,1.2053765530598852,0.2280579688142033,0.30485374190676134
WBGene00006561,1223.131254437442,0.4874867845973965,0.31413638536225214,1.5518316480125096,0.12070251122864167,0.17966676654163571
WBGene00021395,851.8966939876241,-1.7425119221151875,0.3753963884793122,-4.641791918068002,3.4540060530549616e-6,2.0987127094949844e-5
WBGene00021402,401.8929771030695,-0.5129853991795944,0.21995946785701645,-2.332181488605246,0.01969114558229078,0.03956854958566695
WBGene00000815,1410.266257935898,-0.8398531475177222,0.18420838494166167,-4.559255800346448,5.1335211539690345e-6,3.0110905592188117e-5
WBGene00044736,168.891180291396,-0.6092772573986445,0.3439969374323751,-1.7711705864195948,0.07653233890370484,0.12316934780621226
WBGene00195063,539.3804590099079,-0.1083123611056265,0.2789796579946437,-0.3882446551271708,0.6978349898468821,0.7597901826280364
WBGene00021394,1152.739209240858,0.10755665521206026,0.1874248182759916,0.5738655968905791,0.5660587551735474,0.6436310504762959
WBGene00021401,666.5010095459768,1.0189566018775371,0.19178273716392172,5.313077792849564,1.077889950497908e-7,8.54153852920575e-7
WBGene00019821,1571.7988365216638,-0.5634916095775422,0.19292885150071515,-2.920722355388372,0.003492208936803438,0.009179691175144845
WBGene00019822,1390.314862387641,-0.9438963489240039,0.18006963712519772,-5.241840678935436,1.5898261659811357e-7,1.22731649458599e-6
WBGene00019823,1430.5448322467562,-0.4874237798427358,0.17519048726284792,-2.782250266313987,0.005398339393414204,0.013330333360624226
