WBGeneID,mean.rlog.counts,var.rlog.counts,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
WBGene00000001,10.134707225829436,0.07665671803805611,1132.5215120398984,-0.23994836064241673,0.20085044428991106,-1.1946618365258435,0.2322191787914257,0.3995164098757252,no_sig_diff
WBGene00000002,9.075510053050913,0.2801231014875422,906.5866668765065,0.6950734535825629,0.4822412486147057,1.4413396937305603,0.1494887384905662,0.29598707265251506,no_sig_diff
WBGene00000003,8.576392541848614,0.15568948568109348,639.9086629647973,-0.22370509073727904,0.5445709578524077,-0.4107914451029331,0.6812254666900206,0.8088853470496609,no_sig_diff
WBGene00000004,10.18724559950326,0.0706000018738364,2632.6404452676384,-0.16317929104980772,0.5613525035961313,-0.29068952218873173,0.771288785812838,0.8753157266306337,no_sig_diff
WBGene00000005,6.604295219968428,0.4606323647261698,142.43895736611444,5.533578298215214,0.8273297354481175,6.688479890328115,2.25500626104863e-11,7.21218499069397e-10,enriched
WBGene00000006,11.211513693560251,0.1523636722038146,2209.227490410859,0.3985559236575568,0.606390281768229,0.6572597477904347,0.511013913770508,0.6724130746129424,no_sig_diff
WBGene00000007,7.256856344480575,0.9758469885362439,181.12549474285404,3.3374640331867305,0.9269996545600747,3.6002861670650645,3.178671482936535e-4,0.0018917118958260912,enriched
WBGene00000008,3.903673800546497,4.0152090207123905,12.153252198961935,3.877294182896982,1.5182342689111468,2.553818117725478,0.010654889794447446,0.03791406953157591,no_sig_diff
WBGene00000009,4.988556365141945,0.37868465858871836,64.71059891015236,3.1528013042458864,0.7483674890652807,4.212905224121601,2.521068663084349e-5,2.1145789368603193e-4,enriched
WBGene00000010,9.565326275692692,0.00631195866388729,976.5228462191728,-1.1179523111268597,0.21603434869204977,-5.1748822254208555,2.2805478965325078e-7,3.314372777603581e-6,depleted
WBGene00000012,3.4174091356861753,0.6814607350093512,30.230678754686387,-0.9580540751158846,0.8705467270437396,-1.1005199897417435,0.2711056248914668,0.44430608990927445,no_sig_diff
WBGene00000013,4.923658908408574,0.04986157921858185,42.12382585230809,-1.4150699496230086,0.8095272292891004,-1.7480202004640109,0.0804605295824453,0.18962898078527235,no_sig_diff
WBGene00000015,2.3374478327682437,0.8582638919664395,9.301667557120924,0.9805818690532926,1.6562021825170632,0.5920665238847975,0.5538060425881404,0.7076765942048358,no_sig_diff
WBGene00000016,8.34172177306734,0.41059977895442373,256.6544587770734,2.212393737807839,1.095360839460416,2.0197853146709925,0.04340566106243825,0.11852255668898258,no_sig_diff
WBGene00000017,8.685873337383397,0.178999364028906,410.7425804146824,0.8174767457268666,1.3281944406688924,0.6154797224683284,0.5382379566390316,0.6951039014251907,no_sig_diff
WBGene00000018,10.64734550751171,0.06924594306434305,2752.734542356438,0.567620282087821,0.5424117999776127,1.0464748040349579,0.2953418718637434,0.4714007777492857,no_sig_diff
WBGene00000019,2.2225080766069656,0.7683149488408548,9.83989470779322,-0.43675665927540164,1.2380222328851838,-0.35278579630799506,0.724249032913284,0.842314614283687,no_sig_diff
WBGene00000020,10.88973128485712,0.10979830080417181,1598.7387519526765,1.3446615614720003,0.6193534438405923,2.1710730356705437,0.029925651941716657,0.08808561295395691,no_sig_diff
WBGene00000021,1.943168591810723,10.248042098613197,6.431679284260517,1.9553957122355925,1.7835621452943158,1.0963429098305524,0.2729287377267253,0.4461054614940917,no_sig_diff
WBGene00000022,12.168329029931654,0.17907844406344595,2498.1782353463896,2.949631752931818,0.7627137887900778,3.867285207483835,1.1005368921055576e-4,7.639976667750873e-4,enriched
WBGene00000023,2.797437535502073,2.030063046514329,63.65520356291388,0.9883559691805701,1.2168948070811263,0.8121950750626219,0.41667970505406854,0.5915498031877232,no_sig_diff
WBGene00000024,6.452114942263145,6.309706145887413,135.95102767390455,0.6263235398048577,1.1825116786890861,0.5296552677595456,0.5963509677018808,0.7435507723000444,no_sig_diff
WBGene00000027,3.3483992827153313,0.2615538765317692,23.050863079241218,-0.1934806647278826,1.182715902963041,-0.16359014387407686,0.8700538042227866,0.9418195960521341,no_sig_diff
WBGene00000029,7.756490682249213,7.326883278678417,215.28966321511234,0.81408655313670375,1.0444291054436288,0.7794560194594679,0.43571113551324286,0.609263410994278,no_sig_diff
WBGene00000030,7.494022634774939,4.296506071065438,282.5189289798057,1.1301622195426628,1.5146059881998237,0.7461757238170639,0.4555612708280094,0.626629992626649,no_sig_diff
WBGene00000031,11.803941172879075,1.1803036897729604,2681.811332290774,1.3295528249150879,1.0020841544725165,1.3267875946156902,0.1845789552477013,0.34337638068931353,no_sig_diff
WBGene00000033,9.496378031617304,0.5489752506959874,508.2643843157912,1.3332804045082345,1.0029415605664291,1.3293699821904286,0.1837259361875977,0.3420940550439567,no_sig_diff
WBGene00000034,9.529353258450818,1.3047371450338374,894.2025504947915,0.37235285248075456,1.0626014800117005,0.350416275042883,0.7260263140318912,0.8436649410213345,no_sig_diff
WBGene00000035,9.588225665841131,0.09916328728582599,976.691126789867,-0.7762850425307354,0.7850386119696512,-0.9888495045906682,0.32273677922264854,0.5003204904839773,no_sig_diff
WBGene00000036,11.000420192106287,0.15292742854041197,2248.2880660762253,1.2438065706289454,0.4272637360224777,2.9110979139205733,0.003601611331062481,0.015098507064636873,no_sig_diff
WBGene00000037,8.233539443698307,0.2300906339636648,1000.8285314047287,0.9208420884807819,0.5488066824367264,1.6778988265817054,0.09336685166294156,0.21211126025287258,no_sig_diff
WBGene00000038,5.704895393352249,0.8732266563514413,96.32144120137804,1.703137808544931,0.7439568251020717,2.2892965708208384,0.02206212681827324,0.06893177553488063,no_sig_diff
WBGene00000039,11.278323080846507,0.8248734665556718,3721.0356660469315,1.3532976956322498,1.4116852149489751,0.9586398449892133,0.33774021246552655,0.5152226555839394,no_sig_diff
WBGene00000040,13.340403064223418,0.03946374223553582,8756.017205233855,2.608605134194368,0.33002870768756737,7.904176435050888,2.6971078597250407e-15,1.5752115034158112e-13,enriched
WBGene00000041,14.913327327258859,0.042367706319924245,25857.548933376645,0.10399288082284301,0.33893181022649116,0.30682537809994814,0.7589762904352444,0.8667956350326751,no_sig_diff
WBGene00000042,5.84993410361184,0.8725633472487779,77.91363768873826,0.414134403596902,0.788066524757387,0.5255069091082086,0.5992308515930562,0.7461438387759259,no_sig_diff
WBGene00000043,4.816449211635789,0.46124749920070046,39.228002441010865,1.525219000621155,1.040627838764836,1.4656719182445668,0.14273768804551076,0.28703218149955895,no_sig_diff
WBGene00000044,5.485120818577592,0.7759418227931991,68.06052373704559,1.1907515071064045,0.7946412061362172,1.4984769200381565,0.13400938471470053,0.2744098964443225,no_sig_diff
WBGene00000045,3.7220765451369786,0.34835474747539186,15.572074133582884,0.8439575832492189,0.9685760352381504,0.8713384933602134,0.38356935844293394,0.5615730132252095,no_sig_diff
WBGene00000046,5.7833413057013,0.22647566843566524,64.17519397469579,1.0906294052749332,0.7105700614398962,1.5348654051999973,0.12481689280381601,0.2609107781491849,no_sig_diff
WBGene00000047,7.395884290547858,0.13144084209477871,410.2896193788484,-0.9372467407610209,0.6821591443281445,-1.3739414747333059,0.16945985237678715,0.32293206225928905,no_sig_diff
WBGene00000048,4.967647003175966,0.7126563000533364,65.25266317643708,1.1460568232422221,0.8075968680110975,1.4190951805752592,0.15587126882020869,0.30490067416609573,no_sig_diff
WBGene00000049,4.143555393945817,0.622731924959772,31.584152979315903,0.569032845428209,0.8308076549459041,0.6849152653332979,0.4933973925353666,0.6586336856913759,no_sig_diff
WBGene00000050,5.644400319216105,0.05829993101788985,67.14347094639524,0.15056298282115574,0.7601281653294555,0.1980757847012531,0.8429857704737121,0.9241612073015162,no_sig_diff
WBGene00000051,7.5744651213989815,0.24439898476035657,190.56595782889553,2.076571934834574,0.44958537349863165,4.6188600814009675,3.858539239881746e-6,4.111257164034908e-5,enriched
WBGene00000053,5.2401642635957355,0.05976903611119089,38.706682777449416,1.681677110094486,0.8437306267293048,1.9931445615687253,0.046245619635615555,0.12420667278882978,no_sig_diff
WBGene00000054,7.273797904622317,0.03375735799132436,155.23474786966295,-0.5634340054766269,0.48322196977981813,-1.1659941822044178,0.24361679768711458,0.4130416063202197,no_sig_diff
WBGene00000055,6.811957877020771,0.24333422822762768,160.00330383469034,-0.7602775990871724,0.48586000175577004,-1.5648079618403028,0.11762794433494853,0.24981492051530682,no_sig_diff
WBGene00000056,5.39492597912173,0.786285079477939,61.51174452844774,0.7135468887313638,0.9306180994807657,0.7667451225475673,0.44323306994138734,0.6159746148689729,no_sig_diff
WBGene00000057,6.54154838745559,0.015477659163327372,85.63666772688049,0.0646304669945292,0.8719342665705724,0.07412309559610382,0.940912438180717,0.9796954559855267,no_sig_diff
WBGene00000058,6.507506729293644,0.28995869546742836,136.38104177299903,0.999828377658935,0.6950915426740766,1.4384125201876428,0.15031704229787574,0.2970641338223887,no_sig_diff
WBGene00000059,6.620438494448398,0.5175370695101115,112.1401554788359,1.4866427346122737,0.8047186315870237,1.8474068777063049,0.06468819315215824,0.1615358067214829,no_sig_diff
