WBGeneID,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00021406,109.82130503037394,0.853767262488153,0.9207534193233964,0.11399210818075317,0.21849816658778384
WBGene00021407,16.833959457432844,-0.6169310254535411,1.0518392075854888,0.3041310423439749,0.4518099513153537
WBGene00021408,13.854852436160344,5.541710579358526,1.3320246177296367,1.5102078969368225e-6,1.4552652316195567e-5
WBGene00021405,2.324827661721237,2.8038144634411433,1.8998298697459743,0.013037362457746482,0.03944995276606128
WBGene00021409,1.0531336462492762,0.7020677115870639,1.9376046529430906,0.3138198197278114,NA
WBGene00021404,9.540249689235385,4.4235525637024615,1.1230777666967164,1.0800391928383729e-5,8.791450026461977e-5
WBGene00001492,699.5911786485171,0.9318388122192883,0.5929632800641633,0.018190111297785968,0.051592755719403534
WBGene00021403,9.851692596787611,-0.4179853867734431,0.9689313647576773,0.45617108348318036,0.6014669549011443
WBGene00235257,4.528465201159761,-2.908432673140856,1.634318943744543,0.007780011608908288,0.026064063924310345
WBGene00235258,3.585574300494238,-0.2747459759373584,1.4254927227603207,0.7064775305232456,0.8101908854382603
WBGene00235260,4.514683152506144,0.09628933407140575,0.7959968052126883,0.840892663498802,0.9031859422827303
WBGene00235259,0.7004480454233588,-0.6994951416983309,1.8196259620143738,0.3544605911407897,NA
WBGene00235261,3.8448908601400205,-1.5712319291346395,1.467601476865621,0.06649429779867141,0.14448056033118714
WBGene00235262,0.32064204875234414,0.08533759045329853,1.9561675038777628,0.8745900844746209,NA
WBGene00015246,12.148063602656018,1.874431510773059,1.0764862885069504,0.013040486785663675,0.039451157375664854
WBGene00006599,3317.474486901243,0.1190460478985675,0.3252288393777882,0.5821798364758342,0.7112217346811592
WBGene00015247,40.82707881303038,-1.1084472171786244,0.7055930938808957,0.01877097808493107,0.052911896136522835
WBGene00017927,3.962375670565951,-1.543545786230253,1.474394394770474,0.0709521693413577,0.15205531276252615
WBGene00001111,21.679406299865917,-0.6159615751433996,0.6537635432483478,0.11214594127688605,0.21584565592340013
WBGene00023277,17.88161297558048,-0.8480791998407752,0.7794622620009833,0.07133393991600222,0.15263227156530107
WBGene00017928,1100.4991155499338,0.2688443207162985,0.28322949978570844,0.179394147858484,0.3082385130278978
