WBGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00021406,92.30297330847087,0.1707957793820506,0.8976388591038499,0.19027226556631371,0.8490957855020526,0.9054715512591753
WBGene00021407,11.465322923125738,0.17616416020017267,1.3716036685928745,0.12843663532986838,0.8978034404283918,0.9383922521453547
WBGene00021408,8.42752243150101,5.065494309092872,1.7307927330014243,2.9266903035285066,0.0034258983907312418,0.010230062360343987
WBGene00021404,7.727994183479848,2.389275732970559,1.776524013842461,1.344916091397364,0.17865233313214063,0.2754011120483684
WBGene00001492,578.9628754246353,1.3491435846047795,0.33496343160473013,4.027733947378534,5.631701931500449e-5,2.7242931203146266e-4
WBGene00021403,7.11857143997051,-0.8048932410442368,1.6420586405308024,-0.4901732624993536,0.6240112992085085,0.7232210657493382
WBGene00015246,12.624046021722862,1.6097943461918551,1.352384508323774,1.1903377599223834,0.23391366522737436,0.34053373771521467
WBGene00006599,3424.960614280606,1.5785070446422744,0.24800754453824067,6.3647541351262475,1.956028058499209e-10,2.876855314835711e-9
WBGene00015247,41.24642969781721,0.2881916157706332,0.7107337229181323,0.4054846512521951,0.6851212984205206,0.7763750247676765
WBGene00001111,20.721777435490594,-1.1113884707619812,0.8107651008919879,-1.37078972632055,0.17044051449242753,0.2649810098542207
WBGene00023277,16.375126103205627,-0.028508213654336433,1.0815827823354276,-0.026357865639077157,0.9789719008124266,0.995492125920224
WBGene00017928,1141.3334513733384,-0.8073970056640876,0.24058445376965418,-3.355981623139806,7.908382352596172e-4,0.002837464578511267
WBGene00017929,2301.4070432354656,-0.42623457699460143,0.17679292784079875,-2.410925494590054,0.015912098619032197,0.0382602951149745
WBGene00017926,5506.611882689412,0.24919708980264552,0.21044012505340176,1.184170983263808,0.23634538590532012,0.3432089029720807
WBGene00000897,1626.9006302354826,1.0611063988984146,0.16260988975223165,6.525472715806033,6.778739748618787e-11,1.0672692506471987e-9
WBGene00000674,2155.156674775342,-0.9178473151431275,0.44586065214684206,-2.0585968075981707,0.039532878838886086,0.08222681727204119
WBGene00021400,214.44553972757035,1.383191823707839,0.5373847398714138,2.5739320845597726,0.010055000847840731,0.026123041904936094
WBGene00021397,148.46761113052048,5.376800743038797,0.7154030254230426,7.515764613742455,5.657927223238688e-14,1.3109487806873375e-12
WBGene00021396,535.3610036594467,1.6669330949702847,0.5362571708762477,3.1084583768763507,0.0018806613451000404,0.006038880362874426
WBGene00006561,1223.131254437442,0.28603113505223965,0.3222339411453841,0.8876505498940888,0.37472875330754907,0.49285201188726246
WBGene00021395,851.8966939876241,-0.4995236154242057,0.3708667140037057,-1.346908731796336,0.17800962896017322,0.2745619468134446
WBGene00021402,401.8929771030695,0.2649337746606873,0.22361480096572778,1.1847774544283955,0.23610544893881893,0.3429496644951959
WBGene00000815,1410.266257935898,-0.7898521198472126,0.18812441720970413,-4.1985624809498105,2.686147414476808e-5,1.4141527808710086e-4
WBGene00044736,168.891180291396,0.8220325975402871,0.3491354646714596,2.354480368569343,0.0185486234399766,0.04362911259007133
WBGene00195063,539.3804590099079,-0.5954075131130958,0.28180119014542127,-2.112863727814068,0.03461243322481158,0.07366630433007795
WBGene00021394,1152.739209240858,0.5245719965072446,0.19235287787663566,2.7271336010042733,0.0063887165956959995,0.01755351491079209
WBGene00021401,666.5010095459768,-0.5888218734168043,0.1947785577230951,-3.023032310640151,0.002502555219741236,0.007786553685197844
WBGene00019821,1571.7988365216638,-1.163269361841423,0.1964950435535137,-5.92009518817515,3.2175533636739e-9,3.86106403640868e-8
WBGene00019822,1390.314862387641,-1.4097953415456876,0.18293690566357007,-7.706456695722023,1.2935910583348911e-14,3.248911155806011e-13
WBGene00019823,1430.5448322467562,-0.489412330791903,0.1768679872308342,-2.7671052204216045,0.005655649791724291,0.015795839498326997
WBGene00019820,1389.25836905459,-0.727990150930257,0.18845514022380241,-3.8629360285196923,1.120323533717704e-4,4.975519574983822e-4
WBGene00019819,3030.2236698890633,2.1843666817709813,0.5212392818854257,4.190717694701932,2.780734700550716e-5,1.4557146157382999e-4
WBGene00019824,884.0143952784756,-1.2558020792233404,0.3084604179539867,-4.071193599337823,4.677285546352116e-5,2.3077892253225984e-4
WBGene00019825,283.02246507733736,0.29931065098108517,0.3865702014259398,0.7742724345462203,0.43876970119604963,0.5548629904458537
WBGene00001071,1142.5641635737697,1.5646518336377633,0.8332175174462688,1.8778431812538818,0.06040262109195027,0.11626619654513971
WBGene00020647,1242.4377849796267,-0.6572178116530487,0.19776697272585844,-3.3231929608594153,8.899333174991567e-4,0.003143855532422158
WBGene00003932,3069.494168272792,-1.0187254849065244,0.32648509434164247,-3.120281760368832,0.0018067812563613073,0.005823975294701678
WBGene00020651,288.4624990651643,1.5027407747446409,0.509192488999513,2.9512233727117647,0.0031651792426514195,0.00954854721283929
WBGene00020650,15.937336378055507,1.0269358301542826,0.8329171870982204,1.2329386955406683,0.21759863711126132,0.3212489969937296
WBGene00020649,725.2966356131666,2.7475222319529973,0.49798851637093144,5.517240140345886,3.443647344044014e-8,3.4481757505932654e-7
WBGene00206487,670.6237130876573,0.3715234323533109,0.3677441375060432,1.0102769683098092,0.31236261247724745,0.4276427326939494
WBGene00045177,72.46305736413481,1.7470906933888506,0.8513508365272576,2.052139515731731,0.04015610557980431,0.08327130892875909
WBGene00020648,428.5302658609516,2.80809495343946,0.6530648518879336,4.299871514018229,1.7089716143137577e-5,9.445904195772894e-5
WBGene00019298,9054.801058327388,4.926756987018184,0.5067513691117005,9.722237150842714,2.423963464661056e-22,1.4399374453901422e-20
WBGene00019300,494.72154228765015,0.45483014532304383,0.5723490147708357,0.7946727146986607,0.4268039081259745,0.5430104859821011
WBGene00019299,56.62265179378277,-0.9263445913988259,0.6988173990728298,-1.325588905811264,0.18497590298609132,0.2830912047161522
WBGene00001099,3914.8547205648656,6.21751482413208,0.4356598316620899,14.271489754773999,3.2946445035803433e-46,3.679458981598527e-43
WBGene00017578,344.30134923668993,5.568441967130941,0.5606843598169249,9.931509359292905,3.0362427411146374e-23,1.9487792490096706e-21
WBGene00000675,152.9887928151636,1.0035995000411124,1.0429938936909942,0.9622295069144929,0.3359343302234263,0.45277752835327356
WBGene00017577,98.70832520803734,-0.22638014879701673,1.2187665111119863,-0.18574529799844147,0.85264450373414,0.9082108876500966
WBGene00017574,543.0962318468071,5.042975234772862,0.45512498740794527,11.080418290135887,1.5614137919426004e-28,1.6984937560144443e-26
WBGene00017576,696.3866731517486,0.6050924693194867,0.6096601607325973,0.99250780728788,0.3209498728642073,0.4366508775157202
WBGene00022048,25176.491205445134,-1.051583965301106,0.30136226707882696,-3.48943474408508,4.840432241398376e-4,0.0018378721873958655
WBGene00004981,2026.65729022506,1.6878791932358208,0.22604529754493027,7.46699538352629,8.204664550951287e-14,1.8674529967056516e-12
WBGene00020295,204.98574431053856,-1.5512826768120567,0.3342061185578157,-4.64169442350797,3.45563652691556e-6,2.26570736199176e-5
WBGene00004493,35452.15956400652,-0.4905163566413518,0.2051106885183262,-2.3914714546800675,0.016780988826890546,0.040073431907066345
WBGene00044789,1524.7446107275896,-0.4507215899834181,0.2601442628551491,-1.7325832406858974,0.08316977017124025,0.1502653138382891
WBGene00020300,310.6418480059715,-1.7180715036862673,0.27641672406008083,-6.215512138523262,5.115751843257886e-10,7.047621289330272e-9
WBGene00001338,835.3503262015042,-0.9702174550698303,0.22009576605662598,-4.40816046784023,1.0425229451002995e-5,6.064008464000075e-5
WBGene00020298,1556.0210191928932,-0.7361634054595754,0.16712836848628093,-4.4047782679097045,1.0589213342969282e-5,6.155118040299148e-5
WBGene00045249,181.5357745396609,-0.5751457456763703,0.41490824222226497,-1.3861998561317244,0.16568588542863763,0.25942330616885106
WBGene00020297,30307.283069279016,-0.4544450307921988,0.37811254757938983,-1.2018776782243172,0.2294109239651031,0.3354361349623293
WBGene00020296,1268.3488430725677,-1.1791409337712764,0.2470036403303557,-4.773779577475988,1.8080026244175107e-6,1.2736610582103506e-5
WBGene00001666,136.7128872853621,-1.3795209846156207,0.40182370387475813,-3.433149839875038,5.966122837753788e-4,0.0022111612782754744
WBGene00002187,2496.890278079863,1.6272767758465438,0.2216709150230045,7.3409575436528005,2.1207108075656558e-13,4.63183147957495e-12
WBGene00020299,274.85562249498133,0.6387048090874989,0.22940220109765141,2.7842139527493743,0.005365762668829552,0.015080773828371091
WBGene00001332,789.5079253259473,-1.2960994459477335,0.21187102024564383,-6.117398426859097,9.511534752729351e-10,1.2536367441205514e-8
WBGene00000913,1877.5768924343533,-0.9736504831425168,0.2341446654622549,-4.158328703412093,3.205844974765962e-5,1.649395424363618e-4
WBGene00022046,7379.396697297392,-1.4939547746150765,0.36066988714181614,-4.14216664012111,3.4404021895956136e-5,1.7539141046897663e-4
WBGene00022047,453.9372597512728,6.249056294942885,0.5088752547930231,12.280133954410083,1.1580635781203283e-34,2.694427925093297e-32
WBGene00002041,1825.0820605690396,4.540627301538572,0.529384667015124,8.577179477336186,9.722784599703636e-18,3.5254564418665653e-16
WBGene00022045,656.205660082475,0.11465151780343198,0.3038438433615676,0.37733697854459786,0.7059231948390885,0.7934176722487922
WBGene00022044,1016.7881738705667,0.40736232652684107,0.22753278124190948,1.7903456561441118,0.0733983608284608,0.13584900459599772
WBGene00019772,736.8080128675939,-1.8720448543626818,0.5467605144258055,-3.4238845069649138,6.173285081960484e-4,0.002278362451927782
WBGene00019773,9.103204756101876,-1.7056791984054611,1.1190809113056222,-1.524178619413193,0.12746409745117518,0.21164422247022366
WBGene00019774,243.62553856718012,0.015144058161241149,0.7088696073888076,0.021363672533550718,0.982955552066109,0.998633719947326
WBGene00021011,324.0299905722209,1.250030771096186,0.6217736429747563,2.0104274042811694,0.04438597247635786,0.0903687179051953
WBGene00021012,1834.375244613804,-1.4849772955661715,0.45397153784125904,-3.2710801708573762,0.0010713753338723183,0.003691419085361801
WBGene00000213,56.24727150355874,7.507181619681423,1.4300951316416115,5.249428134940856,1.5257210549460396e-7,1.3508921306794954e-6
WBGene00001625,56.02831202973582,2.799562630448384,0.8557024002221864,3.2716545258275156,0.0010692014089867079,0.003686203334707827
WBGene00018924,33.8211475791754,1.6894753256217152,1.091034435954039,1.5485077921893258,0.12150008712118716,0.20335392741074307
WBGene00001165,848.7244514597094,-0.42231681824602535,0.40592803949227985,-1.040373606056492,0.29816635924721385,0.4124472679917944
WBGene00197815,9.370399912162256,1.6097491475694163,2.2189418166488464,0.7254580248528272,0.4681710869400173,0.5823718755787606
WBGene00018925,791.878891604897,1.695927175238557,0.22171363400972846,7.649178557797407,2.022672153464926e-14,4.968299694258716e-13
WBGene00001579,2995.674089251494,0.25487394287506127,0.19736982534335581,1.2913521225023532,0.19658160442273467,0.29726801203192377
WBGene00018926,33.886685443712075,1.3304397032558153,0.8996389167737137,1.4788596607481588,0.13917782657781455,0.2264038600535589
WBGene00015996,54.352248043046714,-0.14586008678715215,1.080602900646812,-0.13498028433927511,0.8926274624773156,0.9350142355308495
WBGene00044457,224.38640755928068,3.4706856332159273,0.7861807918861706,4.414615148367095,1.0118984405024003e-5,5.906384207420283e-5
WBGene00002140,284.65960334530405,-1.02159075548446,0.6474973143290099,-1.5777528846480493,0.11462239166076063,0.1941314634618403
WBGene00015993,1126.7374681703325,2.0425437804215294,0.9080444613955136,2.2493874113636227,0.024487858819290283,0.055163158837854845
WBGene00015497,80.29854332495404,-0.27508844559459605,0.47469771929688936,-0.5795023536284318,0.562250258971041,0.6691876616897249
WBGene00019665,173.61479874766835,1.1147128488611084,0.7526852119089396,1.4809814663875278,0.13861151231701027,0.22579034742732507
WBGene00019658,262.2090019882812,-0.2520109018013108,0.3410665670111886,-0.7388906629275207,0.459973392512864,0.57456373658754
WBGene00004427,57183.26761774383,-0.5149490518881557,0.23605544271567588,-2.1814750211390024,0.02914830004041085,0.06384575343579532
WBGene00019664,2589.7391168230693,0.5053092141715098,0.24434574076324797,2.0680090947896455,0.03863916789032025,0.08066841232535454
WBGene00019663,1048.8418418105746,0.6317029307784476,0.49863939993195044,1.2668532227189757,0.20520777730862572,0.3069726671969383
WBGene00044723,74.96342805761103,6.753578149015211,1.3001600425616264,5.1944206312547845,2.0535835909524127e-7,1.770542064623511e-6
WBGene00019659,46.16495626060918,2.5419009974671405,1.3236359216821854,1.9203928783049977,0.05480829243561297,0.10741445388131644
WBGene00019660,446.0618515273923,3.419734411706078,0.7016243640398734,4.874024602018715,1.0934736345558466e-6,8.094507435298074e-6
WBGene00044458,17.140778637688378,5.104238634439761,1.4732303874526753,3.464657447953791,5.309072599998039e-4,0.0019959062880423504
WBGene00019661,196.01379651412117,2.325173340585528,0.6828133221858292,3.4052840872262986,6.609525653113677e-4,0.0024238785845218987
