WBGeneID,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00021406,92.30297330847087,0.9336786707154621,1.0512881857318512,0.11922108545223527,0.21666214184159743
WBGene00021407,11.465322923125738,-3.0298969852528126,1.9468159267637948,0.012078829842381242,0.032890857854286505
WBGene00021408,8.42752243150101,3.4915131730777147,1.8646547907872562,0.005233648969996381,0.016137325150999332
WBGene00021404,7.727994183479848,2.737906306443625,1.713666136804236,0.013754491593830723,0.0367312678431137
WBGene00001492,578.9628754246353,0.9721526327646556,0.46230357216443685,0.0041954158444762486,0.013356443600658706
WBGene00021403,7.11857143997051,-2.66739982712869,1.9258423448100215,0.020529438760119197,0.051017528276148465
WBGene00015246,12.624046021722862,1.7140265524160228,1.2489487743572487,0.03044019768563446,0.07094243066635343
WBGene00006599,3424.960614280606,0.3333943286684543,0.29420671224104006,0.0867816574153571,0.16863082299293145
WBGene00015247,41.24642969781721,-0.8652576056921094,0.7573760344664157,0.05590556216993228,0.11756590226847922
WBGene00001111,20.721777435490594,-0.49931890211780355,0.7296113956889003,0.22477116622542254,0.3558274973169796
WBGene00023277,16.375126103205627,-0.659112096506432,0.89278219988185,0.18909526822248582,0.3112018796800356
WBGene00017928,1141.3334513733384,0.2347148432759072,0.263279179112907,0.17378780728910304,0.29133326805834625
WBGene00017929,2301.4070432354656,0.005478032610732323,0.1506313739208422,0.9584423045132785,0.9881724203105884
WBGene00017926,5506.611882689412,-0.009113475299650797,0.17882713437780234,0.941390197350697,0.9764205675202078
WBGene00000897,1626.9006302354826,0.5588054317277767,0.20165220719942395,0.0012101472704575261,0.00459313743071211
WBGene00000674,2155.156674775342,-3.5234966418760165,0.5405454645652469,3.096485758672717e-11,4.574279491118638e-10
WBGene00021400,214.44553972757035,-3.5515250810484305,0.6741599235171536,5.698479599866626e-8,5.239348532215461e-7
WBGene00021397,148.46761113052048,7.039067482981608,0.8986315047400953,8.849395691510913e-17,2.4462883931384623e-15
WBGene00021396,535.3610036594467,3.4790071701486953,0.6465814969373539,3.201761721773759e-8,3.0736912529028087e-7
WBGene00006561,1223.131254437442,-1.4092038144404753,0.4208251638121246,1.3155908880309618e-4,6.404759824555267e-4
WBGene00021395,851.8966939876241,-0.45488310889097133,0.44273762748909395,0.09225683756074379,0.17691008960823948
WBGene00021402,401.8929771030695,0.5058125082145567,0.28531849996707553,0.015379528651986241,0.04035048770212585
WBGene00000815,1410.266257935898,0.10287622461234174,0.18357379057409925,0.40485865716862884,0.5559629662176301
WBGene00044736,168.891180291396,-1.5386281820398136,0.4628048945845268,1.6280409353707732e-4,7.767855810119963e-4
WBGene00195063,539.3804590099079,-0.042729438315694965,0.23531552984051374,0.786319257245574,0.8705903927113712
WBGene00021394,1152.739209240858,0.49457113119812884,0.24607089286077113,0.00923875072822274,0.02618740307938872
WBGene00021401,666.5010095459768,0.48861123315393257,0.2529549478843512,0.011157382860549308,0.03075670193844364
WBGene00019821,1571.7988365216638,-0.14480453140182828,0.2034594244837728,0.28587806483274947,0.42702000375195887
WBGene00019822,1390.314862387641,-0.09418330555794435,0.17709801186164842,0.43038516203819716,0.5806404312204139
WBGene00019823,1430.5448322467562,0.2726664469753474,0.22087610607569216,0.07519582253646802,0.14978364080034628
WBGene00019820,1389.25836905459,0.8763617215643194,0.24701208453686718,4.460720300315254e-5,2.3950636689384975e-4
WBGene00019819,3030.2236698890633,-2.898624157205567,0.6385853969759335,2.7645572314921725e-6,1.899584197783301e-5
WBGene00019824,884.0143952784756,0.18759218554389503,0.2958127756924933,0.31932458369414374,0.46398867430343443
WBGene00019825,283.02246507733736,0.6270987975785094,0.5097339486525231,0.04723336644437462,0.10239771722654727
WBGene00001071,1142.5641635737697,-2.847628801292272,1.2773595711455992,0.003710631408465447,0.012016334304004091
WBGene00020647,1242.4377849796267,0.12585073543593628,0.19822021452481806,0.34242648617865995,0.4885723955766043
WBGene00003932,3069.494168272792,-2.540065052082659,0.39641014153687765,9.405804733664668e-11,1.310865564878124e-9
WBGene00020651,288.4624990651643,-0.8814450005708734,0.7012376399306475,0.04036519238041895,0.0898601598347878
WBGene00020650,15.937336378055507,-1.054217091239063,1.107027173027343,0.09821501500802866,0.186096044068242
WBGene00020649,725.2966356131666,2.170531671856662,0.620273254952739,1.4119482294324667e-4,6.824280651890561e-4
WBGene00206487,670.6237130876573,-0.1586393355507483,0.3267020785674433,0.4376135182892959,0.5872082748734568
WBGene00045177,72.46305736413481,1.924290583644717,1.5135656692860193,0.03746527025808556,0.0843686258050073
WBGene00020648,428.5302658609516,3.4326109755743985,0.7644871717594893,2.8520286972970614e-6,1.9572791780876844e-5
WBGene00019298,9054.801058327388,2.7726870368942724,0.6086484417114223,2.639215993198231e-6,1.8186814610471727e-5
WBGene00019300,494.72154228765015,-1.2528529390730012,0.8158439905529353,0.019305562469156386,0.04845771388722023
WBGene00019299,56.62265179378277,-4.309961032623137,0.8661610535673959,1.6575624434692008e-7,1.4320518851467795e-6
WBGene00001099,3914.8547205648656,6.6504491378811785,0.52725257428594,6.0298387500722025e-38,2.295724062300217e-35
WBGene00017578,344.30134923668993,6.318570274196551,0.6100515010395648,1.8825021705136677e-26,1.7232610033030033e-24
WBGene00000675,152.9887928151636,-1.902626515774939,1.3541178935224318,0.027526799570070818,0.06539908472526257
WBGene00017577,98.70832520803734,2.0965799814016433,1.697450560892699,0.037946094940057434,0.08527944492029006
WBGene00017574,543.0962318468071,4.556239019313977,0.52178622626075,6.035666008594302e-19,2.155852387547372e-17
WBGene00017576,696.3866731517486,0.0508563860417897,0.4592075176980275,0.8549197387571046,0.9189872203483818
WBGene00022048,25176.491205445134,-3.267799917531906,0.3664021961412245,2.369394343016495e-19,8.840110029891387e-18
WBGene00004981,2026.65729022506,3.450752597343034,0.27677045840997655,5.207222158939303e-36,1.3629904001023627e-33
WBGene00020295,204.98574431053856,0.08462430798451379,0.27528848703601544,0.6360523633822411,0.7571341712058057
WBGene00004493,35452.15956400652,0.06494901993866421,0.1846599491192433,0.6063482439857609,0.7335557003863268
WBGene00044789,1524.7446107275896,0.38415396714662364,0.3168919207725328,0.06672120278257164,0.13585919399703902
WBGene00020300,310.6418480059715,-0.28611914102309105,0.3079639723258435,0.14764288273326967,0.2566908581417027
WBGene00001338,835.3503262015042,0.07738710671274134,0.19758368473333246,0.5633431677853313,0.6996163352909682
WBGene00020298,1556.0210191928932,-0.2393455470724507,0.20403891703583144,0.08928088500825564,0.17261023521099875
WBGene00045249,181.5357745396609,-0.18389715877919233,0.3711373739952903,0.4170456686372432,0.5680882290625384
WBGene00020297,30307.283069279016,-0.11688631349634539,0.31946037105721975,0.5616703836956264,0.6982118037747947
WBGene00020296,1268.3488430725677,-0.06005804034143635,0.21305764540096592,0.6769889387543763,0.7888785964116104
WBGene00001666,136.7128872853621,-3.1891486667146562,0.5260037071753852,6.750284281329635e-10,8.314761932414269e-9
WBGene00002187,2496.890278079863,1.4842229305540298,0.27652030660292604,2.426924626687373e-8,2.37337077327886e-7
WBGene00020299,274.85562249498133,-0.0997602767246901,0.20601805745032636,0.4710922732250497,0.6178452799707221
WBGene00001332,789.5079253259473,-0.14381457828238217,0.21413164486026798,0.31269779915884527,0.45721511141738463
WBGene00000913,1877.5768924343533,-0.10116712921792051,0.2153641836606913,0.48300833331697035,0.6277721778047861
