WBGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00021406,92.30297330847087,1.7069684866265422,1.095579122278681,1.5580513099558162,0.11922108545223527,0.21666214184159743
WBGene00021407,11.465322923125738,-5.085380262489423,2.0261827907268914,-2.5098329162419977,0.012078829842381242,0.032890857854286505
WBGene00021408,8.42752243150101,5.368831611470231,1.9227345141257308,2.792289612542501,0.005233648969996381,0.016137325150999332
WBGene00021404,7.727994183479848,4.171543038307287,1.6932629980341625,2.46361199834305,0.013754491593830723,0.0367312678431137
WBGene00001492,578.9628754246353,1.1502876775463657,0.40176549610194334,2.86308229229942,0.0041954158444762486,0.013356443600658706
WBGene00021403,7.11857143997051,-4.675620605553917,2.0183740121827656,-2.316528342780969,0.020529438760119197,0.051017528276148465
WBGene00015246,12.624046021722862,2.4732803478525116,1.1427544406127799,2.1643147993599245,0.03044019768563446,0.07094243066635343
WBGene00006599,3424.960614280606,0.5175463210186819,0.3021948738098876,1.7126244217639282,0.0867816574153571,0.16863082299293145
WBGene00015247,41.24642969781721,-1.3380854545831793,0.6999192872114421,-1.9117710842263878,0.05590556216993228,0.11756590226847922
WBGene00001111,20.721777435490594,-1.0479716250989266,0.8632822229628657,-1.2139386138430948,0.22477116622542254,0.3558274973169796
WBGene00023277,16.375126103205627,-1.3338641465712104,1.0156891197258324,-1.3132602492889398,0.18909526822248582,0.3112018796800356
WBGene00017928,1141.3334513733384,0.3987904461186408,0.29319957378613487,1.3601331030908177,0.17378780728910304,0.29133326805834625
WBGene00017929,2301.4070432354656,0.011236397944022411,0.21563498014109128,0.05210841922154916,0.9584423045132785,0.9881724203105884
WBGene00017926,5506.611882689412,-0.018937178948471137,0.25756921673385846,-0.0735226794125735,0.941390197350697,0.9764205675202078
WBGene00000897,1626.9006302354826,0.6320786694168358,0.1952983301755315,3.2364775922494164,0.0012101472704575261,0.00459313743071211
WBGene00000674,2155.156674775342,-3.648034938634074,0.5492450405189119,-6.64190783623191,3.096485758672717e-11,4.574279491118638e-10
WBGene00021400,214.44553972757035,-3.74982186293097,0.6908276857941986,-5.4280132948349475,5.698479599866626e-8,5.239348532215461e-7
WBGene00021397,148.46761113052048,7.622078868240362,0.9161937526466473,8.319287100814805,8.849395691510913e-17,2.4462883931384623e-15
WBGene00021396,535.3610036594467,3.657396281769201,0.6613700710976551,5.530029920614846,3.201761721773759e-8,3.0736912529028087e-7
WBGene00006561,1223.131254437442,-1.4871344148188455,0.3889436469420039,-3.823521547430224,1.3155908880309618e-4,6.404759824555267e-4
WBGene00021395,851.8966939876241,-0.7642476818307588,0.4539336000086011,-1.683611175326695,0.09225683756074379,0.17691008960823948
WBGene00021402,401.8929771030695,0.6498858181489281,0.2681803499771268,2.4233163175615107,0.015379528651986241,0.04035048770212585
WBGene00000815,1410.266257935898,0.19070306154732208,0.22894203526141457,0.8329753045550163,0.40485865716862884,0.5559629662176301
WBGene00044736,168.891180291396,-1.6221330639976326,0.43019656154420716,-3.770678822199144,1.6280409353707732e-4,7.767855810119963e-4
