WBGeneID,mean.rlog.counts,var.rlog.counts,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
WBGene00000001,9.953035113620796,0.004803774619487658,1050.5510034499512,-0.5509729580566803,0.1992714067558053,-2.7649373637024777,0.005693372691345116,0.017286227816632527,no_sig_diff
WBGene00000002,10.725766089418649,0.12205122724989347,767.2480932282335,1.9024737740111053,0.349515938229764,5.443167437933721,5.234140470336774e-8,5.525652289738647e-7,enriched
WBGene00000003,8.334010960643976,0.19173857199925903,530.4172612613951,-1.3454150328893169,0.4497312779073541,-2.9915976472654324,0.002775217673617238,0.009436007968452433,depleted
WBGene00000004,11.068869984870481,0.10119005763686433,2266.9442383986725,-1.3695049429944959,0.2770655183725214,-4.94289203159941,7.697211629601798e-7,6.759602971569e-6,depleted
WBGene00000005,8.721524035624006,0.02884837678822655,146.32511494668813,7.617508865892677,0.7124810018818407,10.691525592644476,1.1152127576171135e-26,4.849798689760842e-25,enriched
WBGene00000006,7.967330061813173,0.26215827688249366,2125.099103871014,-1.5512175588584871,0.4832615306271345,-3.2098924920538425,0.0013278462565232804,0.0050615232076462275,depleted
WBGene00000007,4.231023512798346,0.75017105394169,185.69363598630446,3.979828859159894,0.9761520019294717,4.077058543437215,4.5609012288891865e-5,2.743026789220002e-4,enriched
WBGene00000008,1.0380522740552207,0.8595279380591903,12.628176534500788,-0.959319221453118,1.3847579041938012,-0.6927703525271651,0.4884536805616828,0.6101350032666834,no_sig_diff
WBGene00000009,5.84112275568203,0.5487318987502297,51.99149499124227,5.98125204349617,0.8428344924168223,7.096591439138863,1.278713551879948e-12,2.2615573990780503e-11,enriched
WBGene00000010,9.870394990838676,0.030090751842802476,920.7716932569004,0.049934200106469914,0.18926087188434484,0.26383794816809325,0.7919047918819389,0.8630386106546061,no_sig_diff
WBGene00000012,5.011856191086239,0.43960412449200276,29.685760869668073,0.23247579101832433,0.6981339284518563,0.33299597905784345,0.7391373183663531,0.8227816815835651,no_sig_diff
WBGene00000013,4.339790787679309,0.45626000893774077,42.50470462565425,-0.70248975248051,0.6935500226599195,-1.0128898125996806,0.3111127949402392,0.43528193572500695,no_sig_diff
WBGene00000015,1.962276914499492,5.591055786744367,7.666191835299977,3.390804957577049,1.4707656039974324,2.3054693068433822,0.021140303822511756,0.050992826224659574,no_sig_diff
WBGene00000016,3.0721532905827242,0.17104137321895196,260.2725631009722,3.6920436377206087,1.5467195982447008,2.387015488722413,0.016985775639828688,0.04263084766034667,no_sig_diff
WBGene00000017,3.464094578376144,0.002627399620444598,425.9191004025743,-4.083198663422308,1.5840692120924282,-2.5776643042185827,0.009947057971216837,0.027499647336790067,no_sig_diff
WBGene00000018,11.077338679285209,0.02904394547988659,2311.0436763356247,-1.1250104202608544,0.31192513563980867,-3.606668048579275,3.1015402197794056e-4,0.0014557195768385017,depleted
WBGene00000019,2.1071472404676865,1.5827738099879494,9.36272170173077,-2.5339005532282743,1.1134996967076403,-2.2756185392060986,0.02286885074379765,0.054441671600604126,no_sig_diff
WBGene00000020,9.723991638031883,0.3784862410433713,1589.340235981598,0.4693338018692631,0.40281708934982474,1.1651288246653115,0.24396685070088722,0.3605509677339523,no_sig_diff
WBGene00000021,-0.5260205479101798,0.014086714857887999,6.443002121956712,-34.23743566910377,2.4131920553641772,-14.187613287139287,1.0931630820144094e-45,1.4261729468132434e-43,depleted
WBGene00000022,10.254170111321226,0.4806870154433543,2501.3829863514497,4.210930499920528,0.5888873382163635,7.150655527209497,8.63644690541205e-13,1.5481874923314985e-11,enriched
WBGene00000023,5.985817209360622,0.029253849552383603,65.18581778759963,-1.8668271984574434,1.0604862959147274,-1.7603501390342842,0.07834845783817156,0.1470599161998007,no_sig_diff
WBGene00000024,1.7169803948009168,0.13112707495104794,140.60352070291282,-2.6029761670798064,1.6945878207488985,-1.5360526820790315,0.1245254601002273,0.21253699420320632,no_sig_diff
WBGene00000025,0.12474577129298114,0.5313257479475901,1.2888392356929477,-0.083743912604401,2.995429269688001,-0.02795723252484731,0.9776962613026491,0.9972426826735381,no_sig_diff
WBGene00000027,3.331529240498698,5.384655368349498,15.145214449300788,2.0949849850971867,1.0551967888925495,1.985397422689199,0.047100272499926994,0.0976136751604194,no_sig_diff
WBGene00000029,1.1545297170921327,0.018942740746116092,225.6099396284089,-0.725890958594554,1.8942279747282218,-0.3832120358684401,0.7015625546280883,0.7932749674418925,no_sig_diff
WBGene00000030,2.567747162108903,3.5960538377665165,295.4401607087931,6.214620392090087,1.9775831669515438,3.1425330150185093,0.0016749282309836517,0.006155383091956091,enriched
WBGene00000031,6.978010721066064,0.3391125021160104,2678.962534656987,-1.9137425267492194,0.8161845302293742,-2.3447424643191854,0.019040226109944384,0.046841482811509086,no_sig_diff
WBGene00000033,4.317855144965941,0.37825243528568986,521.3471656414765,-1.2785577686639455,0.8065607364978811,-1.5851971349553842,0.11292155127474215,0.19618553112960752,no_sig_diff
WBGene00000034,4.865295826687901,0.4031700490029332,815.2230522451875,-2.6099986113391753,0.8766385450917614,-2.977280232488495,0.002908180578508192,0.009812323838884201,depleted
WBGene00000035,6.853980697169014,1.2926577608806418,897.0049633339025,-1.8224877645127149,0.7386811403082386,-2.4672184858438686,0.013616724459460727,0.03563515000627816,no_sig_diff
WBGene00000036,11.89263462337704,0.1999441867590007,2075.161346631236,4.837149045326774,0.3926930507079276,12.31788807213828,7.256993914173384e-35,4.8846040247151104e-33,enriched
WBGene00000037,8.497000278660767,0.21818608867866268,745.3156049997584,-1.0712093772040705,0.4633937499349189,-2.311661254288639,0.020796358167905777,0.050370276172208184,no_sig_diff
WBGene00000038,3.125021793589962,0.30870214137235186,86.078060408105,-4.235584293380237,0.8387296922011713,-5.049999222352941,4.418118631032496e-7,4.04579450896325e-6,depleted
WBGene00000039,8.748994990936273,0.8448216516362326,2899.4333159552853,-2.7139540099028796,0.7454619607629067,-3.6406337985715806,2.7196772990667565e-4,0.0012995790123394957,depleted
WBGene00000040,13.638556723334428,0.10089814373312171,8104.277403078394,0.808345137867955,0.2291499842123818,3.527581032337148,4.1937537533454284e-4,0.0018983719335394222,depleted
WBGene00000041,14.366927081573213,0.10221249150362939,23106.08994400512,2.1856974404958214,0.26012860336348465,8.402372565856158,4.375470623793026e-17,1.0641607782953465e-15,enriched
WBGene00000042,3.4343764237770955,1.585499948737562,69.66433916310079,-1.5047699214902073,0.8581001694987137,-1.7536063678547764,0.07949797914537671,0.1487815274273919,no_sig_diff
WBGene00000043,2.8052780114456293,1.3859943495858917,30.765768593254432,-0.8249260050299151,1.060668110049647,-0.7777418753461934,0.43672120015993177,0.5620913808769356,no_sig_diff
WBGene00000044,5.124145817270138,0.5382363102009567,66.25194220935987,0.6844548494729169,0.7378807810411091,0.9275954423249632,0.353617462781478,0.4803769813527791,no_sig_diff
WBGene00000045,3.4010762627231923,1.1933040965313098,14.977113852628007,1.4529848985056342,0.9545334279831663,1.522193834086718,0.1279605196454309,0.21703278891791847,no_sig_diff
WBGene00000046,4.296765442926111,0.15553784770402587,44.50948299128192,0.5740188534386839,0.5267933178032073,1.0896471804775598,0.2758685914900299,0.3963618410021606,no_sig_diff
WBGene00000047,6.097985809800996,1.3747786227072918,357.2415256402618,-1.2923938975290385,0.6955043449873781,-1.8582111051405332,0.06313904161187793,0.12317607296298105,no_sig_diff
WBGene00000048,3.9530993330439896,1.5822403415576474,51.382169970322465,-0.9469878263483009,0.7854126820212698,-1.2057200603270313,0.22792544749166296,0.3420095372904719,no_sig_diff
WBGene00000049,3.920715227746257,0.6167460028778189,24.080573205901473,0.07887273485567733,0.7471076961778838,0.10557077013017145,0.9159229171753912,0.9537855170724228,no_sig_diff
WBGene00000050,5.341181169812956,0.19737331188044055,50.947525417072676,0.75943131849848855,0.5712976965732478,1.3293092603973409,0.18374596034462762,0.288433665469675,no_sig_diff
WBGene00000051,7.810726796172345,0.0858326287703368,161.63937140143082,1.9546707123001743,0.3911302969604167,4.9974924660412885,5.808060715929115e-7,5.212457037416639e-6,enriched
WBGene00000053,2.8494495050720365,1.3960220854937857,29.812406359457345,-1.522368480530537,0.7125120911259036,-2.136621258068628,0.03262880915640947,0.07266700542894775,no_sig_diff
WBGene00000054,4.6270254352992355,0.2770860452423032,144.62585067156036,-2.313867983803128,0.5409071128115164,-4.277754773414146,1.887878291348315e-5,1.2430002394905494e-4,depleted
WBGene00000055,5.201307400872861,0.17241457548780026,153.4371881003911,-1.6974723994988237,0.44636281205520995,-3.8028983455926113,1.4301304930669782e-4,7.430139619215974e-4,depleted
WBGene00000056,4.527530352607998,0.9599485483254776,60.94213674693201,-2.1000083073896807,0.8428425352222996,-2.4915784617298695,0.012717687408028349,0.033712319499395356,no_sig_diff
WBGene00000057,5.316189922574919,0.14130244397130937,86.9224704213227,2.5861487810199186,0.7027006709882939,3.6802992907103693,2.3296036417567355e-4,0.0011331685378257446,enriched
WBGene00000058,5.4899386053576915,0.09328773972069491,131.29236326997975,-1.2590276364565023,0.555725590579151,-2.26555634255461,0.02347856065558471,0.05565493264421073,no_sig_diff
WBGene00000059,5.633237713857929,0.21851740735618333,111.13526858149805,-1.7704514381779328,0.7435482874026959,-2.3810846829630044,0.01726174323971455,0.04316456973158625,no_sig_diff
WBGene00000060,1.799607588086696,0.07751687470039069,48.48702289494299,-3.491763908648855,1.3806235297747844,-2.5291209611779197,0.01143486104846733,0.030964226554690197,no_sig_diff
WBGene00000061,3.341938265893586,0.916066478037414,68.65672089087481,-0.2789921196039546,0.8129492564605644,-0.34318515871290217,0.7314591690881083,0.8162727461152737,no_sig_diff
WBGene00000062,5.253850567045314,0.5831355724761348,87.70336664282904,1.2639804445358243,0.706506397756004,1.7890573228359457,0.07360558429133635,0.13961888418256171,no_sig_diff
WBGene00000063,11.323477069574063,0.07212726799619514,18763.717927226397,-1.7308871634496443,0.35431711493772944,-4.885135632677085,1.0335767888654356e-6,8.89802257949938e-6,depleted
WBGene00000064,12.687010151256287,0.04644675833577219,13469.51504687448,-1.4372158925883707,0.3070483971568892,-4.6807470936056115,2.858313740065724e-6,2.2617169934964087e-5,depleted
WBGene00000065,11.744917029351408,0.04072535916482307,18350.625256575197,-1.281446554501424,0.29686060604296516,-4.316660844908327,1.584072635649915e-5,1.0601448750620948e-4,depleted
WBGene00000066,14.301030743868088,0.200955643859537,73782.06446658661,-1.9533341745387787,0.28967801677806704,-6.7431218849972305,1.5501905729694307e-11,2.47083542682571e-10,depleted
